customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Customer_Lifetime_Months,Average_Monthly_Spend,Service_Count,Paperless_Billing_Flag,Automatic_Payment_Flag,Short_Tenure_Flag,High_Monthly_Charge_Flag,Customer_Segment,Churn_Probability,Predicted_Churn,Risk_Level,Retention_Recommendation
4115-NZRKS,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,0,7,82.05,3,1,0,1,1,New,0.6849728867551452,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,1,4,92.975,4,1,1,1,1,New,0.8140164198419608,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
0623-IIHUG,Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,1,21,40.00476190476191,2,1,0,0,0,Established,0.43611081612427044,1,MEDIUM,Offer a longer-term contract with an incentive. Offer technical support or a support package. Consider encouraging automatic payment options.
4572-DVCGN,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,1,10,84.6,2,1,1,1,1,New,0.6389046137505014,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
3351-NGXYI,Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889.0,0,16,55.5625,3,1,0,0,0,Established,0.3666815197557565,1,MEDIUM,Offer a longer-term contract with an incentive. Offer technical support or a support package. Consider encouraging automatic payment options.
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,0,64,106.615625,6,1,0,0,1,Long-Term,0.22711517345563356,0,LOW,Review pricing and offer a suitable plan or discount. Recommend an online security service. Review fiber service experience and address possible service concerns.
9057-MSWCO,Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,1,27,29.81851851851852,1,0,1,0,0,Established,0.1789714860762534,0,LOW,Offer a longer-term contract with an incentive. Offer technical support or a support package.
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,0,42,95.63690476190476,5,0,0,0,1,Long-Term,0.18151434706977765,0,LOW,Review pricing and offer a suitable plan or discount. Offer technical support or a support package. Review fiber service experience and address possible service concerns.
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,0,5,16.75,1,0,0,1,0,New,0.08568882812708563,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support.
5229-DTFYB,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,0,41,96.56463414634146,5,1,1,0,1,Long-Term,0.0568093814023259,0,LOW,Review pricing and offer a suitable plan or discount. Recommend an online security service. Review fiber service experience and address possible service concerns.
0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,0,58,49.63017241379311,2,0,1,0,0,Long-Term,0.06347570597966784,0,LOW,Offer technical support or a support package. Recommend an online security service.
5176-LMJXE,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,0,47,20.12127659574468,1,1,0,0,0,Long-Term,0.01895920690589278,0,LOW,Monitor customer behavior and maintain service engagement.
3583-KRKMD,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,0,18,76.28055555555555,2,1,1,0,1,Established,0.25744048676869447,0,LOW,Offer a longer-term contract with an incentive. Recommend an online security service. Review fiber service experience and address possible service concerns.
1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,1,5,98.51,4,0,1,1,1,New,0.6874753031426623,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,0,23,61.130434782608695,3,1,1,0,0,Established,0.14768677381632886,0,LOW,Offer a longer-term contract with an incentive. Offer technical support or a support package.
7302-ZHMHP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,0,1,19.15,1,0,0,1,0,New,0.1728051230216435,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support.
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,0,71,98.06830985915494,5,1,1,0,1,Long-Term,0.1309702681587236,0,LOW,Review pricing and offer a suitable plan or discount. Offer technical support or a support package. Recommend an online security service.
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,0,72,112.87013888888887,8,1,1,0,1,Long-Term,0.022699353727437314,0,LOW,Review pricing and offer a suitable plan or discount. Review fiber service experience and address possible service concerns.
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,0,33,20.916666666666668,1,0,0,0,0,Established,0.03423715760642943,0,LOW,Monitor customer behavior and maintain service engagement.
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,1,2,90.75,3,1,0,1,1,New,0.8494264787628604,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
6122-EFVKN,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,0,24,34.61666666666667,2,0,0,0,0,Established,0.027583401267580864,0,LOW,Monitor customer behavior and maintain service engagement.
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,0,56,100.15,6,1,1,0,1,Long-Term,0.1050054240088171,0,LOW,Review pricing and offer a suitable plan or discount. Recommend an online security service. Review fiber service experience and address possible service concerns.
6862-CQUMB,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,0,37,98.56216216216217,4,1,1,0,1,Long-Term,0.37102921750154877,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,0,43,85.1686046511628,7,0,1,0,1,Long-Term,0.08285963779770288,0,LOW,Review pricing and offer a suitable plan or discount. Recommend an online security service.
6158-HDPXZ,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,0,1,25.35,0,0,0,1,0,New,0.5042020237046186,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,1,25,102.66,6,1,1,0,1,Established,0.6306463688098491,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Recommend an online security service.
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,0,61,87.02786885245901,8,0,0,0,1,Long-Term,0.027777838784260087,0,LOW,Review pricing and offer a suitable plan or discount. Consider encouraging automatic payment options.
5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,0,17,82.95588235294117,4,0,0,0,1,Established,0.12386935253352802,0,LOW,Review pricing and offer a suitable plan or discount. Recommend an online security service. Review fiber service experience and address possible service concerns.
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,0,41,81.44024390243902,4,1,1,0,1,Long-Term,0.06687796027878885,0,LOW,Review pricing and offer a suitable plan or discount. Recommend an online security service. Review fiber service experience and address possible service concerns.
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,1,1,50.65,2,0,0,1,0,New,0.4799875691861685,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
8204-YJCLA,Male,1,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,0,72,65.72708333333334,6,1,1,0,0,Long-Term,0.016984050180377786,0,LOW,Monitor customer behavior and maintain service engagement.
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,1,1,90.85,4,1,1,1,1,New,0.8857000492054483,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
6583-SZVGP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,0,48,105.571875,6,1,1,0,1,Long-Term,0.20560154879142392,0,LOW,Review pricing and offer a suitable plan or discount. Offer technical support or a support package. Recommend an online security service.
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,1,11,19.522727272727277,1,0,0,1,0,New,0.11486749132090072,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support.
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,1,55,88.63090909090909,4,1,0,0,1,Long-Term,0.4805189209785302,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
1708-PBBOA,Female,0,No,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,0,42,55.91547619047618,5,1,0,0,0,Long-Term,0.0798519408848809,0,LOW,Consider encouraging automatic payment options.
8782-LKFPK,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0,0,44,92.3409090909091,4,1,0,0,1,Long-Term,0.32357771897715754,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,0,1,44.0,1,0,0,1,0,New,0.5221249482926474,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
3597-MVHJT,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,0,27,96.12037037037037,4,1,1,0,1,Established,0.5292304299877139,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,0,27,85.53888888888889,7,1,1,0,1,Established,0.25323330083586115,0,LOW,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Recommend an online security service.
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,0,2,44.65,1,1,0,1,0,New,0.5030972621813401,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
9967-ATRFS,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,0,19,19.344736842105263,1,0,0,0,0,Established,0.08468390367890552,0,LOW,Offer a longer-term contract with an incentive.
3951-NJCVI,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,0,42,93.91666666666669,4,1,0,0,1,Long-Term,0.5232168071628759,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
2977-CEBSX,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,0,66,90.39318181818182,8,1,1,0,1,Long-Term,0.023643888153659625,0,LOW,Review pricing and offer a suitable plan or discount.
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,0,33,111.96060606060604,7,1,1,0,1,Established,0.337268792797107,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Review fiber service experience and address possible service concerns.
6599-CEBNN,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,1,34,74.24852941176471,2,1,1,0,1,Established,0.3021869860889254,1,MEDIUM,Offer a longer-term contract with an incentive. Offer technical support or a support package. Recommend an online security service.
2519-ERQOJ,Male,1,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,0,33,54.65757575757576,4,1,0,0,0,Established,0.2755348833948982,0,LOW,Offer a longer-term contract with an incentive. Recommend an online security service. Consider encouraging automatic payment options.
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,0,23,18.047826086956523,1,0,0,0,0,Established,0.031855375656032046,0,LOW,Monitor customer behavior and maintain service engagement.
2277-AXSDC,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,0,32,19.5046875,1,0,1,0,0,Established,0.035398803248135206,0,LOW,Monitor customer behavior and maintain service engagement.
9442-JTWDL,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,237.7,0,11,21.60909090909091,1,0,1,1,0,New,0.048199715696428266,0,LOW,Provide an early-tenure retention offer or onboarding support.
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,1,69,101.55942028985508,5,1,1,0,1,Long-Term,0.4340597257073219,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
3067-SVMTC,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.9,3848.8,0,68,56.6,3,0,1,0,0,Long-Term,0.03656732585733567,0,LOW,Monitor customer behavior and maintain service engagement.
5495-GPSRW,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,0,20,20.97,1,1,0,0,0,Established,0.02380696106311254,0,LOW,Monitor customer behavior and maintain service engagement.
7606-BPHHN,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,0,72,20.39930555555556,1,1,1,0,0,Long-Term,0.011570024442747892,0,LOW,Monitor customer behavior and maintain service engagement.
4742-DRORA,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.4,5812.0,0,60,96.86666666666666,5,1,1,0,1,Long-Term,0.11091648950827927,0,LOW,Review pricing and offer a suitable plan or discount. Offer technical support or a support package. Review fiber service experience and address possible service concerns.
0111-KLBQG,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,0,32,89.4203125,4,1,0,0,1,Established,0.4217475273563054,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
4800-VHZKI,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,1,1,19.9,1,1,0,1,0,New,0.5426682517845385,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support.
7989-CHGTL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,1,1,19.6,1,1,0,1,0,New,0.4288679248159991,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support.
0334-GDDSO,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,1,3,77.89999999999999,3,1,0,1,1,New,0.7745668475307559,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,1066.15,0,46,23.17717391304348,2,1,1,0,0,Long-Term,0.04004648811970526,0,LOW,Monitor customer behavior and maintain service engagement.
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,0,29,74.10517241379311,2,1,0,0,1,Established,0.49924098089918834,1,MEDIUM,Offer a longer-term contract with an incentive. Offer technical support or a support package. Recommend an online security service.
5973-EJGDP,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473.0,0,51,87.70588235294117,5,1,0,0,1,Long-Term,0.29577504027477713,0,LOW,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Recommend an online security service.
1996-DBMUS,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,0,48,73.85520833333334,1,1,1,0,1,Long-Term,0.2181091717802293,0,LOW,Offer a longer-term contract with an incentive. Offer technical support or a support package. Recommend an online security service.
7916-VCCPB,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,0,16,74.734375,2,0,1,0,1,Established,0.2660615300271277,0,LOW,Offer a longer-term contract with an incentive. Offer technical support or a support package. Recommend an online security service.
4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,0,70,97.9842857142857,6,1,1,0,1,Long-Term,0.04351771871298922,0,LOW,Review pricing and offer a suitable plan or discount. Recommend an online security service. Review fiber service experience and address possible service concerns.
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1024.7,0,40,25.6175,2,1,0,0,0,Long-Term,0.021040438402994816,0,LOW,Monitor customer behavior and maintain service engagement.
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,1,22,83.90454545454546,3,0,0,0,1,Established,0.3791021728427435,1,MEDIUM,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Offer technical support or a support package.
5564-NEMQO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,1,1,75.3,2,1,1,1,1,New,0.7894287017919106,1,HIGH,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
2233-FAGXV,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,0,5,26.45,2,1,0,1,0,New,0.14889835434609658,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support.
5605-IYGFG,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,0,7,73.63571428571429,1,1,1,1,0,New,0.5288307359890023,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
7663-ZTEGJ,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,2830.45,0,29,97.60172413793104,6,0,1,0,1,Established,0.12068382830192627,0,LOW,Review pricing and offer a suitable plan or discount. Recommend an online security service. Review fiber service experience and address possible service concerns.
3935-TBRZZ,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.7,1110.5,0,44,25.238636363636363,2,0,0,0,0,Long-Term,0.04154551501839228,0,LOW,Monitor customer behavior and maintain service engagement.
8111-BKVDS,Female,0,No,No,10,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,0,10,44.93,3,0,1,1,0,New,0.18411456431996448,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,0,55,51.61000000000001,2,0,1,0,0,Long-Term,0.1686484574333633,0,LOW,Offer a longer-term contract with an incentive. Offer technical support or a support package. Recommend an online security service.
2806-MLNTI,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,0,52,103.39230769230768,6,1,1,0,1,Long-Term,0.31567099993279907,1,MEDIUM,Review pricing and offer a suitable plan or discount. Offer technical support or a support package. Recommend an online security service.
8734-DKSTZ,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,0,10,85.86,3,0,0,1,1,New,0.6369859551266146,1,MEDIUM,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Review pricing and offer a suitable plan or discount.
4360-PNRQB,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,0,18,77.50277777777778,2,1,1,0,1,Established,0.36508644730751055,1,MEDIUM,Offer a longer-term contract with an incentive. Offer technical support or a support package. Recommend an online security service.
6152-ONASV,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,3975.7,0,68,58.46617647058823,4,0,1,0,0,Long-Term,0.039340476325471885,0,LOW,Monitor customer behavior and maintain service engagement.
9063-ZGTUY,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,1,61,19.38606557377049,1,1,0,0,0,Long-Term,0.08045832502715167,0,LOW,Offer a longer-term contract with an incentive.
7781-HVGMK,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,0,72,66.45069444444444,6,1,1,0,0,Long-Term,0.013803729760157887,0,LOW,Monitor customer behavior and maintain service engagement.
2181-UAESM,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,119.5,0,2,59.75,3,0,0,1,0,New,0.2996714846630354,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
2957-LOLHO,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,1,12,43.24166666666667,1,1,1,1,0,New,0.23105329466224978,0,LOW,Offer a longer-term contract with an incentive. Provide an early-tenure retention offer or onboarding support. Offer technical support or a support package.
6048-NJXHX,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75,899.45,0,41,21.93780487804878,1,1,0,0,0,Long-Term,0.02367059976281167,0,LOW,Consider encouraging automatic payment options.
2320-SLKMB,Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,0,26,45.53076923076923,3,1,1,0,0,Established,0.13778370342172538,0,LOW,Offer a longer-term contract with an incentive. Recommend an online security service.
4980-URKXC,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,0,36,20.001388888888886,1,0,1,0,0,Established,0.034818627834380216,0,LOW,Monitor customer behavior and maintain service engagement.
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,0,72,117.6138888888889,8,1,1,0,1,Long-Term,0.022699353727437314,0,LOW,Review pricing and offer a suitable plan or discount. Review fiber service experience and address possible service concerns.
5886-VLQVU,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,0,35,90.32,4,1,1,0,1,Established,0.23107518811779026,0,LOW,Offer a longer-term contract with an incentive. Review pricing and offer a suitable plan or discount. Recommend an online security service.
